Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4024,Tony_Hawk's_Project_8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49
4025,Tony_Hawk's_Underground_2,GBA,2004,Sports,Activision,0.35,0.13,0,0.01,0.49
4026,MotorStorm:_Apocalypse,PS3,2011,Racing,Sony_Computer_Entertainment,0.21,0.2,0,0.08,0.49
4027,Ice_Hockey,2600,1980,Sports,Activision,0.46,0.03,0,0.01,0.49
4028,Dragon_Quest_Heroes:_The_World's_Tree_Woe_and_the_Blight_Below,PS3,2015,Action,Square_Enix,0,0,0.49,0,0.49
4029,Lego_Batman_3:_Beyond_Gotham,PSV,2014,Action,Warner_Bros._Interactive_Entertainment,0.09,0.29,0,0.11,0.49
4030,The_Matrix:_Path_of_Neo,PS2,2005,Action,Atari,0.41,0.01,0,0.07,0.49
4031,Kane_&_Lynch_2:_Dog_Days,X360,2010,Shooter,Square_Enix,0.2,0.23,0.01,0.05,0.49
4032,Lollipop_Chainsaw,X360,2012,Action,Warner_Bros._Interactive_Entertainment,0.31,0.13,0.02,0.04,0.49
4033,WWE_Wrestlemania_X8,GC,2002,Fighting,THQ,0.38,0.1,0,0.01,0.49
4034,Sonic_Lost_World,3DS,2013,Platform,Sega,0.24,0.15,0.07,0.03,0.49
4035,Power_Rangers:_Dino_Thunder,GBA,2003,Action,THQ,0.35,0.13,0,0.01,0.49
4036,GoldenEye:_Rogue_Agent,XB,2004,Shooter,Electronic_Arts,0.34,0.13,0,0.02,0.49
4037,Ultimate_I_Spy,Wii,2008,Adventure,Scholastic_Inc.,0.45,0,0,0.03,0.49
4038,SpongeBob_SquarePants:_Creature_from_the_Krusty_Krab,DS,2006,Platform,THQ,0.45,0,0,0.04,0.49
4039,The_Sims,GC,2003,Simulation,Electronic_Arts,0.35,0.13,0,0.01,0.49
4040,Grandia_III,PS2,2005,Role-Playing,Square_Enix,0.12,0.1,0.24,0.03,0.49
4041,FIFA_Soccer_09,DS,2008,Sports,Electronic_Arts,0.12,0.31,0,0.06,0.49
4042,Mobile_Suit_Gundam_Seed_Destiny:_Rengou_vs._Z.A.F.T._II_Plus,PS2,2006,Shooter,Namco_Bandai_Games,0,0,0.49,0,0.49
4043,Mario_&_Wario,SNES,1993,Puzzle,Nintendo,0,0,0.49,0,0.49
4044,Scarface:_The_World_is_Yours,XB,2006,Action,Vivendi_Games,0.37,0.11,0,0.02,0.49
4045,"Transformers:_Revenge_of_the_Fallen_(XBox_360,_PS3,_&_PC_Versions)",Wii,2009,Shooter,Activision,0.24,0.2,0,0.05,0.49
4046,Pokemon_Art_Academy,3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49
4047,FIFA_Soccer_64,N64,1997,Sports,Electronic_Arts,0.16,0.3,0,0.03,0.49
4048,Dragon_Ball_Z:_Burst_Limit,X360,2008,Fighting,Atari,0.24,0.18,0.03,0.05,0.49
4049,Bakugan_Battle_Brawlers:_Defenders_of_the_Core,DS,2010,Action,Activision,0.42,0.02,0.02,0.03,0.49
4050,Medal_of_Honor,PC,2010,Shooter,Electronic_Arts,0.2,0.23,0,0.07,0.49
4051,Doom_3_BFG_Edition,X360,2012,Shooter,Bethesda_Softworks,0.28,0.17,0,0.04,0.49
4052,J-League_Pro_Soccer_Club_wo_Tsukurou!_2,SAT,1997,Sports,Sega,0,0,0.49,0,0.49
4053,Terraria,PS3,2013,Action,505_Games,0.07,0.26,0.09,0.07,0.49
4054,Backyard_Baseball,PS2,2004,Sports,Atari,0.24,0.19,0,0.06,0.49
4055,WipEout_Pulse,PS2,2009,Racing,Sony_Computer_Entertainment,0,0.15,0,0.33,0.49
4056,Barbie_Horse_Adventures:_Wild_Horse_Rescue,PS2,2003,Sports,Universal_Interactive,0.24,0.19,0,0.06,0.49
4057,Epic_Mickey:_Power_of_Illusion,3DS,2012,Action,Disney_Interactive_Studios,0.36,0.04,0.04,0.04,0.49
4058,LEGO_Marvel_Super_Heroes,DS,2013,Action,Warner_Bros._Interactive_Entertainment,0.28,0.17,0,0.04,0.49
4059,Taiko_no_Tatsujin:_Appare_Sandaime,PS2,2003,Misc,Namco_Bandai_Games,0,0,0.49,0,0.49
4060,Alone_in_the_Dark,X360,2008,Adventure,Atari,0.14,0.3,0,0.05,0.49
4061,One_Piece:_Grand_Battle!,PS,2001,Fighting,Atari,0,0,0.46,0.03,0.49
4062,"Transformers:_Revenge_of_the_Fallen_(XBox_360,_PS3,_&_PC_Versions)",PS2,2009,Shooter,Activision,0.25,0.01,0,0.22,0.49
4063,Football_Manager_Handheld_2009,PSP,2008,Sports,Sega,0,0.47,0,0.02,0.49
4064,Sniper:_Art_of_Victory,PC,2008,Shooter,City_Interactive,0,0.45,0,0.03,0.49
4065,Crazy_Taxi,GC,2001,Racing,Acclaim_Entertainment,0.36,0.09,0.02,0.01,0.49
4066,Spy_Hunter_2,PS2,2003,Racing,Midway_Games,0.24,0.19,0,0.06,0.49
4067,F1_2014,PS3,2014,Racing,Codemasters,0.07,0.31,0.02,0.08,0.49
4068,Pac-Man_World_2,XB,2002,Action,Namco_Bandai_Games,0.36,0.11,0,0.02,0.49
4069,Bass_Pro_Shops:_The_Strike,Wii,2009,Sports,XS_Games,0.45,0,0,0.03,0.49
4070,Die_Hard_Trilogy_2:_Viva_Las_Vegas,PS,1999,Action,Fox_Interactive,0.27,0.18,0,0.03,0.49
4071,Jake_Power:_Fireman,DS,2008,Adventure,Ubisoft,0.08,0.35,0,0.06,0.49
4072,Asphalt_3D,3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49
4073,Momotarou_Dentetsu_X:_Kyuushuu-hen_mo_Arubai,PS2,2001,Misc,Hudson_Soft,0,0,0.49,0,0.49
4074,Steel_Diver,3DS,2011,Action,Nintendo,0.31,0.1,0.05,0.03,0.49
4075,Tales_of_Legendia,PS2,2005,Role-Playing,Namco_Bandai_Games,0.07,0.05,0.35,0.02,0.49
4076,SimCity_2000,SNES,1995,Simulation,THQ,0,0,0.49,0,0.49
4077,Crash_of_the_Titans,DS,2007,Action,Vivendi_Games,0.42,0.02,0,0.04,0.49
4078,Far_Cry_2,PC,2008,Action,Ubisoft,0.01,0.45,0,0.03,0.49
4079,Battlefield:_Hardline,PS3,2015,Shooter,Electronic_Arts,0.12,0.23,0.07,0.07,0.49
4080,Harry_Potter_and_the_Order_of_the_Phoenix,Wii,2007,Action,Electronic_Arts,0.38,0.06,0,0.04,0.49
4081,Rayman_Raving_Rabbids:_TV_Party,DS,2008,Misc,Ubisoft,0.44,0.01,0,0.04,0.49
4082,F.E.A.R._2:_Project_Origin,PS3,2009,Shooter,Warner_Bros._Interactive_Entertainment,0.19,0.21,0.01,0.08,0.49
4083,Sonic_&_All-Stars_Racing_Transformed,PSV,2012,Racing,Sega,0.12,0.25,0,0.11,0.48
4084,Scene_It?_Lights_Camera_Action,X360,2007,Misc,Microsoft_Game_Studios,0.43,0.02,0,0.04,0.48
4085,Dead_Space_Extraction,Wii,2009,Shooter,Electronic_Arts,0.33,0.11,0.01,0.04,0.48
4086,Scrabble_2007_Edition,DS,2007,Puzzle,Ubisoft,0,0.48,0,0,0.48
4087,Shrek_the_Third,PS2,2007,Action,Activision,0.4,0.02,0,0.07,0.48
4088,Metal_Gear_Solid_HD_Edition,PSV,2012,Action,Konami_Digital_Entertainment,0.16,0.18,0.05,0.09,0.48
4089,Children_of_Mana,DS,2006,Role-Playing,Nintendo,0.16,0.01,0.29,0.02,0.48
4090,Madagascar:_Operation_Penguin,GBA,2005,Action,Activision,0.35,0.13,0,0.01,0.48
4091,Active_Life:_Extreme_Challenge,Wii,2009,Sports,Namco_Bandai_Games,0.15,0.27,0,0.06,0.48
4092,The_Sims_2:_Pets,Wii,2007,Simulation,Electronic_Arts,0.42,0.03,0,0.04,0.48
4093,Mario_Golf:_World_Tour,3DS,2014,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48
4094,Need_for_Speed:_Porsche_Unleashed,GBA,2004,Racing,Zoo_Digital_Publishing,0.35,0.13,0,0.01,0.48
4095,Yu-Gi-Oh!_Forbidden_Memories_(JP_sales),PS,1999,Role-Playing,Konami_Digital_Entertainment,0,0,0.45,0.03,0.48
4096,NFL_Street_2,XB,2004,Sports,Electronic_Arts,0.36,0.11,0,0.02,0.48
4097,Silent_Hill:_Shattered_Memories,Wii,2009,Action,Konami_Digital_Entertainment,0.23,0.19,0.01,0.05,0.48
4098,Millipede,2600,1983,Shooter,Atari,0.45,0.03,0,0.01,0.48
4099,The_Legend_of_the_Mystical_Ninja,SNES,1991,Adventure,Konami_Digital_Entertainment,0,0,0.48,0,0.48
4100,You're_in_the_Movies,X360,2008,Misc,Microsoft_Game_Studios,0.27,0.17,0,0.05,0.48
4101,Dark_Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
4102,James_Bond_007:_Blood_Stone,X360,2010,Shooter,Activision,0.2,0.24,0,0.05,0.48
4103,Jeopardy!,PS2,2003,Misc,Atari,0.24,0.18,0,0.06,0.48
4104,Destroy_All_Humans!_2,PS2,2006,Action,THQ,0.4,0.02,0,0.07,0.48
4105,ECW_Hardcore_Revolution,PS,1999,Fighting,Acclaim_Entertainment,0.27,0.18,0,0.03,0.48
4106,Pinball_Hall_of_Fame:_The_Williams_Collection,Wii,2008,Misc,System_3_Arcade_Software,0.42,0.03,0,0.04,0.48
4107,Tiger_Woods_PGA_Tour_07,X360,2006,Sports,Electronic_Arts,0.44,0,0,0.04,0.48
4108,Wu-Tang:_Shaolin_Style,PS,1998,Fighting,Activision,0.27,0.18,0,0.03,0.48
4109,World_of_Warcraft:_Warlords_of_Draenor,PC,2014,Action,Activision_Blizzard,0.08,0.36,0,0.04,0.48
4110,Rock_Band_Unplugged,PSP,2009,Misc,MTV_Games,0.24,0.15,0,0.1,0.48
4111,OkamiDen,DS,2010,Adventure,Capcom,0.25,0.07,0.13,0.03,0.48
4112,Crash:_Mind_Over_Mutant,X360,2008,Platform,Vivendi_Games,0.22,0.21,0,0.05,0.48
4113,2010_FIFA_World_Cup_South_Africa,PSP,2010,Sports,Electronic_Arts,0.09,0.24,0.03,0.12,0.48
4114,Secret_Weapons_Over_Normandy,PS2,2003,Simulation,LucasArts,0.24,0.18,0,0.06,0.48
4115,Go_Diego_Go!_Great_Dinosaur_Rescue,DS,2008,Action,Take-Two_Interactive,0.44,0.01,0,0.03,0.48
4116,All-Star_Baseball_99,N64,1998,Sports,Acclaim_Entertainment,0.44,0.04,0,0,0.48
4117,Harvest_Moon_64,N64,1999,Simulation,Pack_In_Soft,0.25,0.06,0.11,0.06,0.48
4118,NCAA_Football_09,PS2,2008,Sports,Electronic_Arts,0.4,0.02,0,0.07,0.48
4119,Bratz:_The_Movie,PS2,2007,Simulation,THQ,0.24,0.18,0,0.06,0.48
4120,FIFA_Soccer_13,WiiU,2012,Action,Electronic_Arts,0.18,0.26,0,0.04,0.48
4121,Harvest_Moon_DS_(US_sales),DS,2005,Simulation,Rising_Star_Games,0.41,0.07,0,0,0.48
4122,Vigilante_8:_2nd_Offense,PS,1999,Racing,Activision,0.27,0.18,0,0.03,0.48
4123,Two_Worlds_II,PS3,2011,Role-Playing,Unknown,0.26,0.11,0.06,0.05,0.48
4124,Football_Manager_2015,PC,2014,Simulation,Sega,0,0.43,0,0.05,0.48
4125,Theme_Park_Roller_Coaster,PS2,2000,Strategy,Electronic_Arts,0.23,0.18,0,0.06,0.48
4126,Need_for_Speed:_Hot_Pursuit,Wii,2010,Racing,Electronic_Arts,0.18,0.24,0,0.05,0.48
4127,Skylanders:_SuperChargers,WiiU,2015,Action,Activision,0.25,0.18,0,0.04,0.48
4128,Viva_Pinata:_Trouble_in_Paradise,X360,2008,Simulation,Microsoft_Game_Studios,0.16,0.25,0.01,0.05,0.48
4129,Nickelodeon_Team_Umizoomi,DS,2011,Action,Take-Two_Interactive,0.45,0,0,0.03,0.48
4130,FlingSmash,Wii,2010,Action,Nintendo,0.38,0.01,0.07,0.02,0.48
4131,NFL_Xtreme_2,PS,1999,Sports,989_Studios,0.27,0.18,0,0.03,0.48
4132,Spider-Man_3,Wii,2007,Platform,Activision,0.42,0.02,0,0.04,0.48
4133,Midnight_Club:_Street_Racing,GBA,2001,Racing,Rebellion,0.34,0.13,0,0.01,0.48
4134,Dynasty_Warriors_Gundam,PS3,2007,Action,Tecmo_Koei,0.14,0.01,0.31,0.02,0.48
4135,Tomb_Raider:_Underworld,Wii,2008,Action,Eidos_Interactive,0.14,0.28,0,0.06,0.48
4136,Final_Fantasy_Crystal_Chronicles:_Echoes_of_Time,DS,2009,Role-Playing,Square_Enix,0.12,0.06,0.27,0.02,0.48
4137,Fable,X360,2014,Role-Playing,Microsoft_Game_Studios,0.25,0.19,0.01,0.04,0.48
4138,Tiger_Woods_PGA_Tour_06,XB,2005,Sports,Electronic_Arts,0.35,0.11,0,0.02,0.48
4139,FIFA_World_Cup_Germany_2006,X360,2006,Sports,Electronic_Arts,0.19,0.27,0.01,0,0.48
4140,Up,PS2,2009,Action,THQ,0.19,0.05,0,0.24,0.48
4141,Grand_Prix,2600,1981,Racing,Activision,0.45,0.03,0,0,0.48
4142,Ford_Racing_Off_Road,Wii,2008,Racing,Xplosiv,0.06,0.4,0,0.01,0.48
4143,SimCity_Creator,Wii,2008,Simulation,Electronic_Arts,0.37,0.03,0.04,0.04,0.48
4144,World_of_Outlaws:_Sprint_Cars_2002,PS2,2002,Racing,Ignition_Entertainment,0.23,0.18,0,0.06,0.48
4145,Cars:_Race-O-Rama,DS,2009,Racing,THQ,0.35,0.09,0,0.04,0.48
4146,Emergency_Heroes,Wii,2008,Racing,Ubisoft,0.15,0.27,0,0.06,0.48
4147,Sonic_the_Hedgehog,PS3,N/A,Platform,N/A,0,0.48,0,0,0.48
4148,Fantavision,PS2,2000,Puzzle,Sony_Computer_Entertainment,0.14,0.11,0.19,0.04,0.47
4149,Double_Dragon,2600,1989,Action,Activision,0.45,0.02,0,0.01,0.47
4150,Alien_Trilogy,PS,1996,Shooter,Acclaim_Entertainment,0.24,0.16,0.04,0.03,0.47
4151,NBA_Live_99,N64,1998,Sports,Electronic_Arts,0.45,0.02,0,0,0.47
4152,Bravely_Second:_End_Layer,3DS,2015,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,0.47
4153,Karate,2600,N/A,Fighting,Ultravision,0.44,0.03,0,0,0.47
4154,Dark_Sector,PS3,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47
4155,Unreal_Tournament_III,X360,2008,Shooter,Midway_Games,0.25,0.17,0.01,0.05,0.47
4156,X-Men:_Next_Dimension,PS2,2002,Fighting,Activision,0.23,0.18,0,0.06,0.47
4157,Street_Fighter_X_Tekken,X360,2012,Fighting,Capcom,0.31,0.1,0.03,0.03,0.47
4158,The_Godfather_(JP_sales),PS2,2006,Action,Electronic_Arts,0.39,0.02,0,0.06,0.47
4159,MySims_Racing,Wii,2009,Racing,Electronic_Arts,0.19,0.23,0,0.05,0.47
4160,Hamsterz_Life,DS,2006,Action,Ubisoft,0.43,0.01,0,0.04,0.47
4161,Dragon_Age_Origins:_Awakening,X360,2010,Role-Playing,Electronic_Arts,0.33,0.1,0,0.04,0.47
4162,Super_Puyo_Puyo_2,SNES,1995,Puzzle,Compile,0,0,0.47,0,0.47
4163,Gauntlet_Legends,PS,2000,Action,Midway_Games,0.26,0.18,0,0.03,0.47
4164,Castlevania:_Dawn_of_Sorrow,DS,2005,Platform,Konami_Digital_Entertainment,0.37,0.04,0.03,0.04,0.47
4165,Naruto_Shippuden:_Ultimate_Ninja_Storm_Revolution,PS3,2014,Fighting,Namco_Bandai_Games,0.15,0.16,0.09,0.08,0.47
4166,Deadpool,PS3,2013,Action,Activision,0.23,0.17,0,0.08,0.47
4167,WipEout,PS,1995,Action,Psygnosis,0.26,0.18,0,0.03,0.47
4168,ICO,PS2,2001,Action,Sony_Computer_Entertainment,0.23,0.18,0,0.06,0.47
4169,Silent_Hill:_Downpour,PS3,2012,Action,Konami_Digital_Entertainment,0.21,0.16,0.04,0.06,0.47
4170,2014_FIFA_World_Cup_Brazil,X360,2014,Sports,Electronic_Arts,0.14,0.28,0,0.04,0.47
4171,WWE_SmackDown_vs._Raw_2011,Wii,2010,Fighting,THQ,0.3,0.13,0,0.04,0.47
4172,Dragon_Quest_25_Shuunen_Kinin:_Famicom_&_Super_Famicom_Dragon_Quest_I-II-III,Wii,2011,Role-Playing,Square_Enix,0,0,0.47,0,0.47
4173,Victorious_Boxers:_Ippo's_Road_to_Glory,PS2,2000,Fighting,Empire_Interactive,0.05,0.04,0.38,0.01,0.47
4174,Petz_Sports,Wii,2008,Simulation,Ubisoft,0.42,0.01,0,0.04,0.47
4175,Lego_Batman_3:_Beyond_Gotham,WiiU,2014,Action,Warner_Bros._Interactive_Entertainment,0.23,0.21,0,0.04,0.47
4176,Densetsu_no_Stafi,GBA,2002,Platform,Nintendo,0,0,0.46,0.01,0.47
4177,Valkyrie_Profile_2:_Silmeria,PS2,2006,Role-Playing,Square_Enix,0.04,0.03,0.39,0.01,0.47
4178,Hot_Wheels_Velocity_X,PS2,2002,Racing,THQ,0.23,0.18,0,0.06,0.47
4179,Shadowrun,X360,2007,Role-Playing,Microsoft_Game_Studios,0.41,0.02,0,0.04,0.47
4180,FIFA_Soccer_13,PSV,2012,Action,Electronic_Arts,0,0.3,0.05,0.12,0.47
4181,Virtua_Tennis_4:_World_Tour,PSV,2011,Sports,Sega,0.05,0.3,0.01,0.12,0.47
4182,"Warhammer_40,000:_Dawn_of_War_II",PC,2009,Strategy,THQ,0,0.45,0,0.02,0.47
4183,Crazy_Taxi:_Fare_Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47
4184,Clash_of_Elementalists,DS,2010,Action,Level_5,0,0,0.47,0,0.47
4185,Spider-Man_3,DS,2007,Platform,Activision,0.41,0.02,0,0.04,0.47
4186,Disney_Infinity_3.0,PS3,2015,Action,Disney_Interactive_Studios,0.14,0.25,0,0.08,0.47
4187,L.A._Rush,PS2,2005,Racing,Midway_Games,0.23,0.18,0,0.06,0.47
4188,Bomberman_Hero,N64,1998,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47
4189,Automobili_Lamborghini,N64,1997,Racing,Titus,0.28,0.17,0,0.01,0.47
4190,Quest_64,N64,1998,Role-Playing,Konami_Digital_Entertainment,0.38,0.08,0,0.01,0.47
4191,Momotarou_Dentetsu_V,PS,1999,Misc,Hudson_Entertainment,0,0,0.44,0.03,0.47
4192,Doom_64,N64,1997,Shooter,Midway_Games,0.38,0.08,0,0.01,0.47
4193,Boom_Blox_Bash_Party,Wii,2009,Puzzle,Electronic_Arts,0.34,0.09,0,0.04,0.47
4194,The_Sims_3:_Ambitions,PC,2010,Simulation,Electronic_Arts,0,0.29,0,0.18,0.47
4195,Dead_or_Alive_4,X360,2005,Fighting,Tecmo_Koei,0.3,0.03,0.1,0.03,0.47
4196,Commando,2600,1987,Action,Activision,0.44,0.02,0,0,0.47
4197,Rise_of_Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47
4198,The_Princess_and_the_Frog,Wii,2009,Platform,Disney_Interactive_Studios,0.29,0.13,0,0.04,0.47
4199,NBA_Ballers:_Phenom,PS2,2006,Sports,Midway_Games,0.23,0.18,0,0.06,0.47
4200,Need_for_Speed_Carbon,XB,2006,Racing,Electronic_Arts,0.35,0.1,0,0.02,0.47
4201,Tiger_Woods_PGA_Tour_07,Wii,N/A,Sports,Electronic_Arts,0.43,0,0,0.04,0.47
4202,NHL_16,XOne,2015,Sports,Electronic_Arts,0.37,0.05,0,0.05,0.47
4203,FIFA_12,PC,2011,Sports,Electronic_Arts,0.04,0.33,0,0.1,0.47
4204,MTV_Music_Generator,PS,1999,Misc,Codemasters,0.26,0.18,0,0.03,0.47
4205,Spider-Man:_Friend_or_Foe,DS,2007,Action,Activision,0.43,0,0,0.04,0.47
4206,Major_League_Baseball_2K13,X360,2013,Sports,Take-Two_Interactive,0.44,0,0,0.03,0.47
4207,Super_Momotarou_Dentetsu_DX,SNES,1995,Misc,Hudson_Soft,0,0,0.47,0,0.47
4208,World_Soccer_Winning_Eleven_8:_Liveware_Evolution,PS2,2005,Sports,Konami_Digital_Entertainment,0,0,0.47,0,0.47
4209,The_Sims_3:_Outdoor_Living_Stuff,PC,2011,Simulation,Electronic_Arts,0,0.38,0,0.09,0.47
4210,Cars:_Race-O-Rama,PS2,2009,Racing,THQ,0.27,0.03,0,0.17,0.47
4211,Downhill_Domination,PS2,2003,Racing,Codemasters,0.23,0.18,0,0.06,0.47
4212,NHL_15,X360,2014,Sports,Electronic_Arts,0.35,0.07,0,0.04,0.47
4213,Pirates_of_the_Caribbean:_Dead_Man's_Chest,GBA,2006,Adventure,Disney_Interactive_Studios,0.33,0.12,0,0.01,0.47
4214,World_Series_of_Poker,PS2,2005,Misc,Activision,0.39,0.01,0,0.06,0.47
4215,Inazuma_Eleven_Go_2:_Chrono_Stone,3DS,2012,Role-Playing,Level_5,0,0.01,0.46,0,0.47
4216,NHL_97,PS,1996,Sports,Electronic_Arts,0.26,0.18,0,0.03,0.47
4217,We_Sing_Encore,Wii,2010,Misc,Nordic_Games,0,0.41,0,0.06,0.47
4218,Kong:_The_8th_Wonder_of_the_World,GBA,2005,Action,Ubisoft,0.33,0.12,0,0.01,0.47
4219,MX_vs._ATV:_Alive,PS3,2011,Racing,THQ,0.24,0.15,0,0.07,0.47
4220,Mega_Man_Star_Force_3:_Black_Ace_/_Red_Joker,DS,2008,Action,Capcom,0.22,0,0.22,0.02,0.47
4221,Crayola:_Treasure_Adventures,DS,2007,Puzzle,Ignition_Entertainment,0.43,0.01,0,0.03,0.47
4222,Godzilla:_Save_the_Earth,PS2,2004,Fighting,Atari,0.23,0.18,0,0.06,0.47
4223,Dance_Dance_Revolution:_Mario_Mix,GC,2005,Misc,Nintendo,0.36,0.09,0,0.01,0.47
4224,Metal_Gear_Solid:_The_Twin_Snakes,GC,2004,Action,Konami_Digital_Entertainment,0.3,0.08,0.07,0.01,0.47
4225,Imagine:_Figure_Skater_(US_sales),DS,2007,Sports,Ubisoft,0.46,0.01,0,0,0.47
4226,Mat_Hoffman's_Pro_BMX_2,PS2,2002,Sports,Activision,0.23,0.18,0,0.06,0.46
4227,Metal_Gear_Solid:_The_Essential_Collection,PS2,2007,Adventure,Konami_Digital_Entertainment,0.23,0.18,0,0.06,0.46
4228,The_Legend_of_Spyro:_Dawn_of_the_Dragon,DS,2008,Platform,Vivendi_Games,0.26,0.15,0,0.05,0.46
4229,Iridion_3D,GBA,2001,Shooter,THQ,0.33,0.12,0,0.01,0.46
4230,MX_vs._ATV_Untamed,PS3,2007,Racing,THQ,0.35,0.06,0,0.05,0.46
4231,Classic_NES_Series:_Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46
4232,Destroy_All_Humans!,XB,2005,Shooter,THQ,0.34,0.11,0,0.02,0.46
4233,Dragon_Ball_Z:_Collectible_Card_Game,GBA,2002,Misc,Infogrames,0.33,0.12,0,0.01,0.46
4234,Circus_Atari,2600,N/A,Action,Atari,0.43,0.03,0,0,0.46
4235,Country_Dance_2,Wii,2011,Misc,GameMill_Entertainment,0.44,0,0,0.03,0.46
4236,Razor_Freestyle_Scooter,PS,1999,Sports,Ubisoft,0.26,0.17,0,0.03,0.46
4237,Crash_of_the_Titans,Wii,2007,Action,Vivendi_Games,0.4,0.03,0,0.04,0.46
4238,F.E.A.R._3,PS3,2011,Shooter,Warner_Bros._Interactive_Entertainment,0.21,0.17,0.01,0.07,0.46
4239,Disney's_Kim_Possible_3:_Team_Possible,GBA,2005,Platform,Disney_Interactive_Studios,0.33,0.12,0,0.01,0.46
4240,Rygar:_The_Legendary_Adventure,PS2,2002,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46
4241,Syphon_Filter:_Logan's_Shadow,PSP,2007,Shooter,Sony_Computer_Entertainment,0.25,0.12,0,0.09,0.46
4242,Super_Batter_Up,SNES,1992,Sports,Namco_Bandai_Games,0,0,0.46,0,0.46
4243,Kessen_II,PS2,2001,Strategy,THQ,0.13,0.1,0.2,0.03,0.46
4244,Crayon_Shin-Chan:_Arashi_o_Yobu_Enji,SNES,1993,Platform,Namco_Bandai_Games,0,0,0.46,0,0.46
4245,Stuart_Little_2,GBA,2002,Platform,Activision,0.33,0.12,0,0.01,0.46
4246,Wolfenstein:_The_New_Order,PC,2014,Shooter,Bethesda_Softworks,0.12,0.29,0,0.05,0.46
4247,"Warhammer_40,000:_Space_Marine",PS3,2011,Shooter,THQ,0.13,0.25,0,0.09,0.46
4248,Tak_2:_The_Staff_of_Dreams,GBA,2004,Platform,THQ,0.33,0.12,0,0.01,0.46
4249,Art_Academy:_Lessons_for_Everyone,3DS,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46
4250,Sid_Meier's_Civilization_Revolution,DS,2008,Strategy,Take-Two_Interactive,0.38,0.03,0.02,0.04,0.46
4251,ATV_Offroad_Fury_Pro,PSP,2006,Racing,Sony_Computer_Entertainment,0.37,0.04,0,0.05,0.46
4252,Dora_The_Explorer:_Dora_Saves_the_Snow_Princess,DS,2008,Platform,Take-Two_Interactive,0.27,0.16,0,0.04,0.46
4253,SingStar_Amped,PS2,2007,Misc,Sony_Computer_Entertainment,0.23,0.18,0,0.06,0.46
4254,Brothers_In_Arms:_Earned_in_Blood,PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46
4255,Walk_it_Out!,Wii,2010,Sports,Konami_Digital_Entertainment,0.36,0.06,0,0.04,0.46
4256,Transformers:_Dark_of_the_Moon_-_Autobots/Decepticons,DS,2011,Action,Activision,0.34,0.09,0,0.04,0.46
4257,Dragon_Ball_Z:_Sagas,PS2,2005,Fighting,Atari,0.38,0.01,0,0.06,0.46
4258,Scooby-Doo,GBA,2001,Platform,THQ,0.33,0.12,0,0.01,0.46
4259,The_Legend_of_Spyro:_Dawn_of_the_Dragon,PS3,2008,Platform,Vivendi_Games,0.19,0.19,0,0.08,0.46
4260,Hydro_Thunder,PS,1999,Racing,Midway_Games,0.26,0.17,0,0.03,0.46
4261,Brothers_In_Arms:_D-Day,PSP,2006,Shooter,Ubisoft,0.23,0.14,0,0.09,0.46
4262,American_Girl:_Kit_Mystery_Challenge!,DS,2008,Adventure,THQ,0.42,0,0,0.03,0.46
4263,Mario_&_Sonic_at_the_Rio_2016_Olympic_Games,3DS,2016,Action,Nintendo,0.04,0.16,0.24,0.01,0.46
4264,NHL_FaceOff_'97,PS,1996,Sports,Sony_Computer_Entertainment,0.26,0.17,0,0.03,0.46
4265,Deadpool,X360,2013,Action,Activision,0.26,0.16,0,0.04,0.46
4266,Brothers_In_Arms:_Road_to_Hill_30,PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46
4267,Virtua_Tennis_4,PS3,2011,Sports,Sega,0.09,0.25,0.03,0.09,0.46
4268,EA_Sports_UFC,XOne,2014,Sports,Electronic_Arts,0.3,0.12,0,0.04,0.46
4269,Gremlins,2600,1983,Action,Atari,0.43,0.03,0,0,0.46
4270,The_Mark_of_Kri,PS2,2002,Action,Sony_Computer_Entertainment,0.22,0.18,0,0.06,0.46
4271,Jampack_Winter_2003_(RP-M),PS2,2003,Misc,Sony_Computer_Entertainment,0.22,0.18,0,0.06,0.46
4272,Rugrats:_Castle_Capers,GBA,2001,Action,THQ,0.33,0.12,0,0.01,0.46
4273,Crash_Nitro_Kart,GBA,2003,Racing,Vivendi_Games,0.33,0.12,0,0.01,0.46
